fleet-contributing|2026-04-13T03:08:24Z|2026-04-14T10:26:52Z|Ecosystem-wide contributing guide for the SuperInstance fleet. How to join, build vessels, and contribute.|N/A|false|false
fleet-energy-spec|2026-04-12T16:27:19Z|2026-04-14T10:26:48Z|Fleet Energy Coordination Protocol — ATP-based task routing and agent energy management|N/A|false|false
provider-abstraction-layer|2026-01-09T19:34:06Z|2026-04-14T10:26:45Z|Abstraction layer for integrating multiple providers|Python|false|false
rate-limiting-service|2026-01-09T19:34:11Z|2026-04-14T10:26:44Z|API rate limiting and request throttling service|Python|false|false
SuperInstanceDocs|2026-01-01T19:56:28Z|2026-04-14T10:26:43Z|Documentation and reference for SuperInstance projects|N/A|false|false
streaming-response-handler|2026-01-09T19:29:18Z|2026-04-14T10:26:41Z|HTTP handler for efficient streaming responses|Python|false|false
codespace-edge-rd|2026-04-12T00:22:17Z|2026-04-14T10:26:33Z|R&D: Codespace→Edge agent lifecycle, yoke transfer, devcontainer templates|N/A|false|false
commit-caster|2026-04-11T10:08:36Z|2026-04-14T10:26:29Z|I2I notification system — scans fleet repos for tagged commits|Python|false|false
config-manager|2026-01-10T01:26:54Z|2026-04-14T10:26:28Z|Configuration management tool.|N/A|false|false
cost-analysis|2026-01-09T19:56:06Z|2026-04-14T10:26:27Z|Tool to analyze and track costs effectively.|TypeScript|false|false
constraint-theory-backup|2026-03-29T00:27:25Z|2026-04-14T10:26:25Z|Complete backup of Constraint Theory workspace - all 7 repos in one place|TypeScript|false|false
SuperInstanceEco|2025-08-31T01:21:54Z|2026-04-14T10:26:22Z|Research project|Jupyter Notebook|false|false
Claude_Baton|2026-03-03T02:06:09Z|2026-04-14T10:26:20Z|Generational context handoff for Claude Code. Seamless, auditable, infinite-context agents that ship forever.|N/A|false|false
Rotational-Transformer|2026-03-07T23:37:48Z|2026-04-14T10:26:18Z|Transformer architecture with rotational modifications|N/A|false|false
multi-provider-router|2026-01-09T19:41:43Z|2026-04-14T10:26:14Z|Routing system that supports multiple service providers|Python|false|false
character-library|2026-01-09T19:39:19Z|2026-04-14T10:26:13Z|Library for managing character data.|Python|false|false
project-JEPA|2026-01-07T23:02:13Z|2026-04-14T10:26:11Z|JEPA (Joint Embedding Predictive Architecture) implementation|Go|false|false
CascadeRouter|2026-01-08T05:15:30Z|2026-04-14T10:26:10Z|Cascading routing system.|TypeScript|false|false
constraint-ranch|2026-03-27T15:16:29Z|2026-04-14T10:26:07Z|🎮 Gamified multi-agent system - breed, train, and coordinate AI agents through constraint-based puzzles|TypeScript|false|false
SwarmMCP|2026-03-03T18:33:19Z|2026-04-14T10:26:01Z|For developers who want to "game the system" with parallel Chinese AI agents.|N/A|false|false
SuperInstancecore1|2026-01-01T20:02:26Z|2026-04-14T10:25:56Z|Core runtime library for the SuperInstance agent platform|TypeScript|false|false
ai-ranch|2026-03-25T15:02:31Z|2026-04-14T10:25:55Z|Self-Evolving AI Agent System - A Next.js implementation of the SuperInstance architecture|Python|false|false
constraint-theory-web|2026-03-27T05:09:05Z|2026-04-14T10:25:53Z|WASM demos — browser-based Pythagorean manifold visualization|JavaScript|false|false
constraint-flow|2026-03-27T15:16:31Z|2026-04-14T10:25:52Z|💼 Enterprise automation with exact guarantees - constraint-based workflows with multi-agent orchestration|TypeScript|false|false
HOLOS|2025-12-31T21:33:23Z|2026-04-14T10:25:51Z|This toolkit is for the ability to run "Big Brain" models on "Small Body" hardware by embracing the noise and reconstructing the signal.|Python|false|false
pasture-ai|2026-03-23T22:13:21Z|2026-04-14T10:25:49Z|AI system for resource allocation and management|Rust|false|false
SuperInstance-gamedev|2026-01-11T22:57:20Z|2026-04-14T10:25:47Z|Game development framework called SuperInstance|TypeScript|false|false
realtime-core|2026-01-10T00:58:04Z|2026-04-14T10:25:42Z|Realtime core infrastructure - WebRTC, WebSocket, and streaming primitives for real-time applications|Makefile|false|false
AI-Smart-Notifications|2026-01-08T09:55:38Z|2026-04-14T10:19:54Z|Intelligent AI notification system.|N/A|false|false
Auto-Backup-Compression-Encryption|2026-01-08T10:04:16Z|2026-04-14T10:19:51Z|Automated backup with encryption.|N/A|false|false
Auto-Tuning-Engine|2026-01-08T10:20:44Z|2026-04-14T10:19:50Z|Automated engine for system tuning.|N/A|false|false
Central-Error-Manager|2026-01-08T10:21:44Z|2026-04-14T10:19:49Z|Centralized error management system.|N/A|false|false
Claude-Abstraction|2026-01-13T01:35:57Z|2026-04-14T10:19:48Z|Abstraction layer for Claude API.|N/A|false|false
