mirror-recorder|2026-04-20T06:56:20Z|2026-05-08T04:32:38Z|Mirror Recorder|Python|false|false
mud-solitaire|2026-04-14T20:24:26Z|2026-05-08T04:32:34Z|🃏 The viral demo — AI plays solitaire through a text MUD while a browser mirrors every move. The room IS the interface.|Python|false|false
peripheral-vision|2026-04-20T06:56:15Z|2026-05-08T04:32:32Z|Peripheral Vision|Python|false|false
plato-achievement|2026-04-18T19:14:05Z|2026-05-08T04:32:30Z|Achievement Loss — progress measurement with milestones|Python|false|false
plato-adapter-store|2026-04-19T18:13:40Z|2026-05-08T04:32:28Z|Vault — LoRA adapter versioning, deploy, improvement tracking|Python|false|false
plato-address|2026-04-18T19:04:47Z|2026-05-08T04:32:26Z|Room navigation — addressing protocol for fleet coordination|Python|false|false
plato-address-bridge|2026-04-19T02:22:59Z|2026-05-08T04:32:24Z|Cross-layer routing — address protocol to tile transport|Rust|false|false
plato-afterlife|2026-04-19T00:28:28Z|2026-05-08T04:32:22Z|👻 Agent lifecycle — tombstones, ghost tiles, knowledge preservation beyond agent death.|Rust|false|false
plato-afterlife-reef|2026-04-19T02:33:03Z|2026-05-08T04:32:20Z|PLATO afterlife reef — ghost tile aggregation and resurrection (P2P mesh)|Python|false|false
plato-bridge|2026-04-18T19:07:23Z|2026-05-08T04:32:18Z|Connect PLATO rooms to Telegram, Discord, fleet bottles. Messages appear in rooms, responses go back.|Python|false|false
plato-config|2026-04-19T10:24:11Z|2026-05-08T04:32:16Z|Configuration management — env vars, file loading, and typed defaults for plato-kernel|Rust|false|false
plato-constraints|2026-04-18T18:46:41Z|2026-05-08T04:32:14Z|Rule enforcement — forbidden patterns and boundary checks|Rust|false|false
plato-deadband|2026-04-19T07:43:10Z|2026-05-08T04:32:13Z|Deadband Protocol engine — P0 rock / P1 channel / P2 optimize priority governance|Rust|false|false
plato-deploy-policy|2026-04-19T01:42:43Z|2026-05-08T04:32:11Z|Classification — P0 immediate, P1 scheduled, P2 deferred|Rust|false|false
plato-dynamic-locks|2026-04-19T01:44:39Z|2026-05-08T04:32:08Z|Evidence accumulation — critical mass at n >= 7|Rust|false|false
plato-e2e-pipeline|2026-04-19T02:50:06Z|2026-05-08T04:32:07Z|End-to-end — mint through cascade in one test|Rust|false|false
plato-e2e-pipeline-v2|2026-04-19T21:44:28Z|2026-05-08T04:32:05Z|Enhanced e2e — full v2 pipeline integration|Rust|false|false
plato-ensign|2026-04-18T19:48:22Z|2026-05-08T04:32:03Z|Knowledge compression — export compressed fleet packages|Python|false|false
plato-fleet-graph|2026-04-19T07:39:09Z|2026-05-08T04:32:01Z|Fleet dependency graph — 83 nodes, impact analysis|Rust|false|false
plato-flux-opcodes|2026-04-19T00:45:20Z|2026-05-08T04:31:59Z|FLUX bytecode — 85-opcode instruction set, Lock Algebra|Rust|false|false
plato-forge-buffer|2026-04-19T16:35:35Z|2026-05-08T04:31:57Z|Stomach — prioritized replay, curriculum-balanced sampling 70/20/10|Python|false|false
plato-forge-daemon|2026-04-19T17:22:30Z|2026-05-08T04:31:55Z|Continuous learning daemon — the Forgemaster's GPU training loop|Python|false|false
plato-forge-emitter|2026-04-19T16:39:46Z|2026-05-08T04:31:53Z|Lungs — emit training artifacts, auto-version, quality gate|Python|false|false
plato-forge-listener|2026-04-19T16:33:47Z|2026-05-08T04:31:51Z|Cochlea — classify events, detect knowledge gaps, frame training signals|Python|false|false
plato-forge-pipeline|2026-04-19T02:27:48Z|2026-05-08T04:31:49Z|PLATO forge pipeline — automated tile generation and room training|Rust|false|false
plato-forge-trainer|2026-04-19T18:13:41Z|2026-05-08T04:31:47Z|Heart — GPU job manager, LoRA/Embedding/Genome modes|Python|false|false
plato-genepool-tile|2026-04-18T19:33:09Z|2026-05-08T04:31:45Z|Gene to tile — bridge genome encoding and tile format|Rust|false|false
plato-ghostable|2026-04-19T07:14:26Z|2026-05-08T04:31:43Z|Persistence classes — Eternal, Persistent, Ephemeral|Rust|false|false
plato-hooks|2026-04-18T19:06:24Z|2026-05-08T04:31:41Z|Git hooks for real-time PLATO room events. Commits become messages.|Python|false|false
plato-i2i|2026-04-18T18:46:44Z|2026-05-08T04:31:39Z|Direct messaging — Iron-to-Iron protocol, trust-weighted routing|Python|false|false
plato-i2i-dcs|2026-04-19T06:57:39Z|2026-05-08T04:31:38Z|Multi-agent consensus — BeliefScore, LockAccumulator, ConsensusRound|Rust|false|false
plato-inference-runtime|2026-04-19T18:19:08Z|2026-05-08T04:31:36Z|Engine — model plus adapters, forward pass as scheduler|Makefile|false|false
plato-lab-guard|2026-04-19T00:44:28Z|2026-05-08T04:31:34Z|Hypothesis gating — 12 absolute quantifiers, vague causation|Rust|false|false
plato-live-data|2026-04-19T18:13:40Z|2026-05-08T04:31:32Z|Tap — pull tiles from PLATO tile server on port 8847|Python|false|false
plato-mcp-bridge|2026-04-19T06:43:07Z|2026-05-08T04:31:30Z|Claude Code bridge — JSON-RPC 2.0, 5 MCP tools|Python|false|false
plato-ml|2026-04-15T04:07:10Z|2026-05-08T04:31:28Z|🎮 MUD-based ML framework: rooms as layers, achievements as loss, narrative gradient descent.|Python|false|false
plato-neural-kernel|2026-04-19T18:01:25Z|2026-05-08T04:31:26Z|Synapse — execution traces to training pairs for neural Plato|Python|false|false
plato-os|2026-04-14T23:18:54Z|2026-05-08T04:31:24Z|Python MUD — PLATO room server with TUTOR anchors|Python|false|false
plato-prompt-builder|2026-04-19T08:16:29Z|2026-05-08T04:31:22Z|Compose LLM prompts from tile search results — context builder for PLATO|Rust|false|false
plato-query-parser|2026-04-19T08:19:01Z|2026-05-08T04:31:20Z|Parse natural language queries into structured intent, keywords, domains|Rust|false|false
plato-relay-tidepool|2026-04-19T02:27:08Z|2026-05-08T04:31:19Z|Message board — async TidePool for non-blocking communication|Rust|false|false
plato-room-acl|2026-04-20T14:50:12Z|2026-05-08T04:31:16Z|Room ACL — PLATO framework|Python|false|false
plato-room-analytics|2026-04-20T15:23:44Z|2026-05-08T04:31:14Z|Room analytics — PLATO framework|Python|false|false
plato-room-context|2026-04-20T14:47:00Z|2026-05-08T04:31:12Z|Room state tracking with context signals — awareness of room transitions and active contexts|Rust|false|false
plato-room-engine|2026-04-19T07:36:02Z|2026-05-08T04:31:10Z|Room execution — enter, leave, message, tile management|Rust|false|false
plato-room-invite|2026-04-20T15:30:15Z|2026-05-08T04:31:08Z|Room invites — PLATO framework|Python|false|false
plato-room-memory|2026-04-20T14:44:59Z|2026-05-08T04:31:06Z|Per-room persistent memory with sliding context window — room-scoped recall without cross-contamination|Python|false|false
