constraint-kernel-verify|2026-05-10T00:47:50Z|2026-05-10T00:48:00Z|Exhaustive verification + adversarial falsification for CUDA constraint kernels|Cuda|false|false
fleet-discovery|2026-04-11T10:05:48Z|2026-05-09T23:18:19Z|Automated falsification-driven research engine — the Discovery Wheel|Python|false|false
constraint-gpu-kernels|2026-05-09T23:14:17Z|2026-05-09T23:14:23Z|Production CUDA kernels for constraint theory — 341B constr/s on RTX 4050|Cuda|false|false
cuda-constraint-engine|2026-05-09T23:05:30Z|2026-05-09T23:05:57Z|GPU constraint checking at 1B+ constraints/sec — CUDA library with C and Python APIs|Cuda|false|false
plato-studio|2026-05-09T23:01:58Z|2026-05-09T23:02:41Z|Studio-quality web dashboard for PLATO knowledge store|HTML|false|false
constraint-studio|2026-05-09T23:01:22Z|2026-05-09T23:01:29Z|Studio-quality visualization for constraint theory — hex lattices, drift curves, benchmark dashboards|HTML|false|false
sonar-vision-c|2026-05-09T22:33:08Z|2026-05-09T22:52:23Z|SonarVision in C — underwater acoustics physics engine for embedded systems|C|false|false
constraint-bench-suite|2026-05-09T22:45:41Z|2026-05-09T22:45:56Z|AVX-512 + CUDA benchmark suite for Eisenstein integer constraint checking|C|false|false
drift-analyzer|2026-05-09T22:38:55Z|2026-05-09T22:39:01Z|Precision drift analyzer for constraint systems — which boat sinks first?|Rust|false|false
eisenstein-do178c|2026-05-08T07:23:16Z|2026-05-09T22:06:28Z|DO-178C certification evidence package for Eisenstein integer arithmetic — Coq proofs, compliance matrix|Rocq Prover|false|false
eisenstein-ai-landing|2026-05-08T06:51:48Z|2026-05-09T12:23:11Z|Eisenstein integers — exact hexagonal arithmetic for agent coordination|HTML|false|false
fleet-simulators|2026-05-09T05:40:28Z|2026-05-09T12:23:06Z|4 zero-dep browser simulators for the Cocapn fleet constraint ecosystem|HTML|false|false
superz-vessel|2026-04-11T17:19:22Z|2026-05-09T12:23:04Z|Super Z's vessel — quartermaster scout, fleet auditor, continuity keeper|Python|false|false
superinstance-fleet-proto|2026-05-08T20:11:22Z|2026-05-09T12:23:02Z|Shared PLATO client, I2I protocol, and FleetAgent trait for Cocapn fleet|Rust|false|false
polyformalism-languages|2026-05-06T18:22:25Z|2026-05-09T12:22:59Z|Human language polyformalism - Sapir-Whorf applied to creative cognition|Python|false|false
ai-character-integrations|2026-01-10T21:18:16Z|2026-05-09T12:22:57Z|Comprehensive integration examples for AI Character SDK and related tools|Python|false|false
eisenstein-fuzz|2026-05-08T05:31:07Z|2026-05-09T12:22:53Z|Property-based fuzzing for Eisenstein integers — prove the zero-drift claim|Rust|false|false
fleet-proto-rs|2026-05-09T01:12:56Z|2026-05-09T12:22:50Z|Shared fleet types: PLATO client, I2I messages, constraint types, device types|Rust|false|false
plato-agent-connect|2026-05-08T06:24:22Z|2026-05-09T12:22:40Z|One-command CLI to join the PLATO fleet. ⛵ npx @superinstance/plato-agent-connect|JavaScript|false|false
fleet-integration|2026-05-09T01:36:28Z|2026-05-09T12:22:35Z|Integration tests and working examples that compose multiple fleet repos together.|Python|false|false
fleet-bridge|2026-05-09T08:38:01Z|2026-05-09T12:22:33Z|Sign-pattern broadcast and bridge coupling for fleet federation — the 1-bit miracle|Rust|false|false
paper-zero-crypto-fleet-security|2026-05-09T01:38:39Z|2026-05-09T12:21:27Z|Zero-Crypto Fleet Security via Physics-Based Temporal Authentication — research paper|N/A|false|false
snap-lut|2026-05-08T23:36:34Z|2026-05-09T12:21:17Z|Pythagorean triple snap lookup table for FPGA BRAM — one BRAM, zero FP, deterministic WCET|C|false|false
babel-vessel|2026-04-11T03:06:12Z|2026-05-09T12:21:05Z|🌐 Babel Agent — Git-Agent Vessel for multilingual FLUX runtime development. SuperInstance realm.|N/A|false|false
flux-bytecode-diff|2026-04-12T08:48:52Z|2026-05-09T12:21:00Z|Bytecode diff and migration tools — compare, patch, and migrate FLUX programs across ISA versions|Python|false|false
fleet-constraint-kernel|2026-05-08T23:36:34Z|2026-05-09T12:20:57Z|GPU fleet constraint evaluator — sonar beamformer architecture for N×M parallel constraint checking|Cuda|false|false
chess-engine|2026-05-08T23:44:04Z|2026-05-09T12:20:55Z|Rust chess engine (forked from vdmo/chess) — transposition table patterns for guard2mask CSP solver|Rust|false|false
fleet-workshop|2026-04-11T02:45:24Z|2026-05-09T12:20:50Z|🔮⚡ Where Oracle1 and JetsonClaw1 workshop ideas before they become repos. Casey picks what gets built.|Python|false|false
constraint-demo|2026-05-09T01:14:36Z|2026-05-09T12:20:44Z|Fleet Constraint Awareness, in Your Browser — physics clock, reality parity, fold compression, snap LUT|HTML|false|false
agent-bootcamp|2026-04-13T23:59:54Z|2026-05-09T12:20:35Z|Spiral bootcamp for git-agents — challenges adapt to weaknesses, dojo pits agent against variants of itself|Python|false|false
oracle1-box|2026-05-08T21:58:14Z|2026-05-09T12:19:36Z|Oracle1-in-a-Box — one-script fleet provisioner for PLATO + Keeper + data pipeline + CFP + ambient briefing|Shell|false|false
flux-adaptive-opcodes|2026-04-12T08:41:47Z|2026-05-09T12:19:33Z|Adaptive opcode discovery — runtime ISA extension, proposal, testing, and democratic adoption of new opcodes|Python|false|false
superz-twin|2026-04-13T11:10:40Z|2026-05-09T12:19:31Z|Digital twin of Super Z (FLUX Fleet Architect) — standalone API-agnostic git-agent with FLUX-native cognition|JavaScript|false|false
describe-device|2026-05-08T23:33:58Z|2026-05-09T12:19:28Z|Describe Your Device — PLATO Prototyping Lab: NL → constraint program → wiring diagram → simulation → firmware|HTML|false|false
casting-call-gpu|2026-05-09T01:09:17Z|2026-05-09T12:19:25Z|GPU-native engine for anchor-point signature matrices, voice spline interpolation, and batch corpus processing|Python|false|false
voice-signature-tool|2026-05-09T03:29:04Z|2026-05-09T12:19:23Z|Zero-dependency voice signature analyzer — analyze any text against 10 anchor points and find matching AI model|HTML|false|false
fleet-manifold|2026-05-09T10:52:35Z|2026-05-09T12:19:18Z|Constraint manifold geometry for fleet state analysis — curved manifold, 33× compression, 99.4% identity decoding|Rust|false|false
ai-character-sdk|2026-01-10T21:20:00Z|2026-05-09T12:19:15Z|Unified AI Character SDK combining escalation engine, hierarchical memory, and learning into a simple intuitive API|Python|false|false
captains-log|2026-04-10T17:48:20Z|2026-05-09T12:19:04Z|Oracle1 personal-agentic-growth diary — struggles, lessons, dojo exercises, and the path to building a better Protégé|N/A|false|false
agent-forge|2026-04-13T23:21:17Z|2026-05-09T12:18:59Z|Universal standalone git-agent framework. Download, onboard, work. Your repo is your brain, your commits are your story.|TypeScript|false|false
agent-skills|2026-04-12T06:45:39Z|2026-05-09T12:16:33Z|📦 Installable agent skills — smart applications any agent can drop into a project, customize, and improve through feedback|N/A|false|false
bootstrap-spark|2026-05-03T17:57:31Z|2026-05-09T12:16:30Z|🟢 Bootstrap Spark Protocol — self-describing agent knowledge in 6 markdown files. Copy the .spark/ directory into any repo.|Python|false|false
plato-vessel-rapid-prototype|2026-05-08T20:39:29Z|2026-05-09T12:16:28Z|Product developer iteration loop: describe a project → get BOM, wiring diagram, simulation. Every revision is a PLATO room.|N/A|false|false
plato-vessel-educational|2026-05-08T20:39:28Z|2026-05-09T12:16:25Z|Student + instructor agent for PLATO-enabled IoT classrooms. Students focus on physical design — agents handle the firmware.|N/A|false|false
plato-vessel-technician|2026-05-08T20:39:28Z|2026-05-09T12:16:22Z|Deckboss — marine/industrial technician agent for PLATO. Voice-first, fail-safe, real-time diagnostics for ESP32 fleet on boats.|N/A|false|false
casting-call-mcp|2026-05-09T01:09:17Z|2026-05-09T12:16:20Z|MCP server: consultative database for model casting decisions — choose the right model, temperature, and prompt prefix for any task|JavaScript|false|false
arena-combat-analyst-1|2026-04-22T22:18:08Z|2026-05-09T12:16:17Z|Self-Play Arena agent guide. The fleet's autonomous skill acquisition engine where agents compete and learn from matches on port 4044.|Python|false|false
agent-coordinator|2026-01-10T21:18:28Z|2026-05-09T12:16:12Z|Multi-agent coordination framework for managing teams of AI agents with task distribution, inter-agent messaging, and health monitoring|Python|false|false
linguistic-polyformalism-shell|2026-05-06T18:43:00Z|2026-05-09T12:16:05Z|Cross-linguistic thinking shell — Sapir-Whorf applied to creative cognition. 14+ language traditions, 7 constraint types, complete cognitive set.|Python|false|false
polyformalism-turbo-shell|2026-05-06T18:42:57Z|2026-05-09T12:16:00Z|Multi-model creative cognition engine shell — neuroscience-informed debate protocol, salience routing, insight detection. Any agent can don this shell.|Python|false|false
baton-skill|2026-04-22T22:18:48Z|2026-05-09T12:15:54Z|Generational workload orchestration skill for OpenClaw agents. Proactive context handoff at ~70-80% token usage to prevent context overflow and preserve work continuity.|N/A|false|false
cocapn-glue-core|2026-05-03T19:07:46Z|2026-05-09T12:13:56Z|Keeper↔Fleet binary wire protocol — the nervous system of the Cocapn Fleet. msgpack-based message framing for heartbeat, status, commands, and PLATO tile forwarding.|Rust|false|false
bottle-protocol|2026-04-20T02:58:59Z|2026-05-09T12:13:52Z|📬 Git-native agent-to-agent messaging. Bottles float between repos.|Python|false|false
a2a-adapter|2026-04-12T15:24:42Z|2026-05-09T12:13:51Z|I2I ↔ Google A2A protocol bridge — git-native agents join the A2A ecosystem|Python|false|false
sonar-vision|2026-04-30T04:31:12Z|2026-05-09T12:13:49Z|Depth sounder → underwater video prediction with self-supervised multi-camera learning|Python|false|false
fleet-coordinate|2026-05-06T15:17:42Z|2026-05-09T12:12:45Z|Fleet coordinate system — trust, intent, and emergence in multi-agent fleets (Rust)|Rust|false|false
plato-server|2026-04-22T22:37:37Z|2026-05-09T12:12:44Z|PLATO — Standalone knowledge system. Run your own. Connect to the fleet. Make everyone smarter.|Python|false|false
fleet-holographic|2026-05-09T11:40:27Z|2026-05-09T11:40:48Z|Holographic distributed storage: every agent stores the whole pattern|Rust|false|false
