plato-training|2026-05-13T23:53:10Z|2026-05-21T01:13:51Z|PLATO Training Rooms — LoRA adapters with lifecycle (Active/Superseded/Retracted). Predict before you train.|Python|false|false
triplet-miner|2026-05-20T21:42:27Z|2026-05-21T00:54:39Z|Mine (anchor, positive, negative) triplets from git history for contrastive learning|Python|false|false
eisenstein-embed|2026-05-20T19:58:44Z|2026-05-21T00:54:30Z|Enhanced static embeddings with 5-layer matching cascade. Drop-in Model2Vec enhancement with TUTOR bitvector matching, domain-aware SIF, deadband caching, and SplineLinear quantization.|Python|false|false
device-router|2026-05-20T21:39:55Z|2026-05-21T00:54:19Z|Heterogeneous compute router — auto-detect CUDA, iGPU, CPU, NPU and route ML workloads optimally|Python|false|false
CognitiveEngine|2025-12-26T04:40:43Z|2026-05-21T00:52:53Z|Core cognitive processing engine.|Python|false|false
swarm-rooms|2026-05-21T00:51:10Z|2026-05-21T00:51:13Z|Extracted from plato-training|Python|false|false
commit-predictor|2026-05-21T00:51:06Z|2026-05-21T00:51:09Z|Extracted from plato-training|Python|false|false
agent-field|2026-05-21T00:51:02Z|2026-05-21T00:51:06Z|Extracted from plato-training|Python|false|false
collective-ai|2026-05-21T00:50:58Z|2026-05-21T00:51:02Z|Extracted from plato-training|Python|false|false
tensor-spline|2026-05-14T01:48:51Z|2026-05-21T00:45:39Z|Compressed neural network layers — Eisenstein lattice splines and low-rank factorization|Python|false|false
oracle1-workspace|2026-04-13T02:13:40Z|2026-05-20T23:25:47Z|Oracle1 workspace — config, memory, prompts, logs|Python|false|false
training-throttle|2026-05-20T23:20:56Z|2026-05-20T23:20:59Z||Python|false|false
flux-engine-c|2026-05-19T22:54:14Z|2026-05-20T23:07:28Z|Single-header C constraint engine — #define FLUX_ENGINE_IMPLEMENTATION. Check, fracture, sediment, 10 presets. 250M checks/sec.|C|false|false
flux-lib-py|2026-05-19T22:54:01Z|2026-05-20T23:07:25Z|Unified constraint engine library — from flux_lib import ConstraintEngine. 83 tests, 10 presets, thermodynamics.|Python|false|false
micro-onnx|2026-05-20T21:46:19Z|2026-05-20T23:07:02Z|ONNX export + benchmark pipeline for micro-models. 186x speedup over PyTorch CPU.|Python|false|false
plato-core|2026-05-20T21:19:39Z|2026-05-20T23:06:06Z|Foundation types and mesh registry for the SuperInstance ecosystem. Standalone, auto-discovers plugins.|Python|false|false
SuperInstance|2026-04-11T19:38:31Z|2026-05-20T21:29:55Z|🌊 PLATO — Rooms that think. Tiles that remember. Agents that learn. The public face of the Cocapn fleet.|HTML|false|false
