jc1-research|2026-05-05T22:00:22Z|2026-05-16T09:32:44Z|JC1 Edge Research Agent — local LLM synthesis + PLATO tiles + fleet integration|Python|false|false
fleet-stitch|2026-05-09T02:49:56Z|2026-05-16T09:16:19Z|Fleet stitching — merge agent outputs into coherent narratives|Python|false|false
vessel-template|2026-04-11T11:23:25Z|2026-05-16T09:16:17Z|Git-Agent vessel generator — cookiecutter for new agent repos|Python|false|false
flux-multilingual|2026-04-10T23:55:29Z|2026-05-16T09:16:17Z|Babel Lattice — 80+ language natural language programming runtimes for FLUX bytecode. Grammar-to-bytecode compilation across East Asian, European, African, Indian, Indigenous, Siberian, South American, and constructed languages.|Python|false|false
flux-metrics|2026-04-11T13:35:27Z|2026-05-16T09:16:15Z|FLUX runtime metrics — instruction-level profiling and performance analysis|Python|false|false
flux-linker|2026-04-11T11:50:24Z|2026-05-16T09:16:15Z|FLUX multi-module bytecode linker — symbol resolution, relocation, library linking|Python|false|false
flux-grammar|2026-04-11T11:22:55Z|2026-05-16T09:16:15Z|Formal FLUX assembly language grammar — lexer, parser, validator|Python|false|false
fleet-scribe|2026-05-11T22:43:33Z|2026-05-16T09:16:13Z|Download-and-try digital twin builder. Sits beside any app, builds a PLATO twin.|Python|false|false
flux-cross-assembler|2026-04-12T16:08:38Z|2026-05-16T09:16:13Z|Dual-target FLUX assembler — cloud (4-byte fixed) and edge (variable-width) bytecode compiler|Python|false|false
flux-diff|2026-04-11T12:48:19Z|2026-05-16T09:16:13Z|FLUX bytecode diff tool — compare programs, show structural changes|Python|false|false
plato-midi-bridge|2026-05-11T16:44:59Z|2026-05-16T09:15:04Z|PLATO rooms as musicians — connects FM's flux-tensor-midi to live fleet tiles|Python|false|false
gh-dungeons|2026-05-13T17:48:31Z|2026-05-16T03:59:38Z|PLATO-powered dungeon crawler — gh extension that turns knowledge rooms into playable roguelike levels. Forked from leereilly/gh-dungeons.|Go|false|false
plato-sdk|2026-04-22T23:00:36Z|2026-05-16T03:59:38Z|Build agents that live in PLATO. Any model, any hardware, any armor. pip install plato-sdk|Python|false|false
fleet-math|2026-05-14T15:18:32Z|2026-05-16T02:08:27Z|fleet-math — canonical fleet-core library|Python|false|false
flux-compiler|2026-05-02T19:37:14Z|2026-05-16T02:07:26Z|The first certifiable constraint compiler — GUARD DSL → verified machine code|Python|false|false
fleet-chronicle|2026-05-15T23:35:56Z|2026-05-16T01:25:32Z|Universal reporting office for every agent in the fleet. Each agent gets a folder. Runs offline or attached to PLATO. Auto-summarizes after 3 days.|Python|false|false
oracle1-chronicle|2026-05-15T23:29:41Z|2026-05-15T23:30:17Z|Modular drop-in reporting office for any PLATO room or OpenClaw agent. Reports accumulate, summarize after 3 days, viewable as web chronicle.|Python|false|false
penrose|2026-05-14T17:00:04Z|2026-05-15T17:35:08Z|A Python package for generating Penrose tilings|Python|true|false
federation-protocol|2026-05-14T18:25:25Z|2026-05-15T17:34:57Z|Minimum Viable Federation — coupling summaries between PLATO fleets|N/A|false|false
acg_protocol|2026-05-14T16:47:45Z|2026-05-15T17:34:56Z|The Audited Context Generation (ACG) Protocol prevents AI hallucinations with a dual-layer system. The UGVP layer links every fact to a precise source for verification. The RSVP layer audits the AI's logical reasoning when combining facts. This creates a fully transparent, machine-auditable trail for both source and logical integrity.|Python|true|false
fleet-types|2026-05-14T15:18:12Z|2026-05-15T03:04:13Z|fleet-types — canonical fleet-core library|Python|false|false
