flux-repl|2026-04-11T11:03:43Z|2026-04-18T18:26:49Z|Interactive FLUX bytecode playground — assemble, execute, debug|Python|false|false
flux-profiler|2026-04-11T12:10:53Z|2026-04-18T18:26:46Z|FLUX performance profiler — opcode counts, hot paths, register usage, cycle estimates|Python|false|false
lighthouse-keeper|2026-04-11T22:59:34Z|2026-04-18T18:26:42Z|System-centric agent watchdog for data centers and cloud regions|Python|true|false
flux-agent-runtime|2026-04-12T16:56:36Z|2026-04-18T18:26:40Z|FLUX-native agent runtime — self-bootstrapping agents in Docker sandboxes that create vessels, pick tasks, and produce real work|Python|false|false
flux-stigmergy|2026-04-12T16:16:37Z|2026-04-18T18:26:36Z|Rust crate — stigmergic communication: shared environment traces, decay, waypoints, queries|Rust|true|false
flux-energy|2026-04-12T12:05:25Z|2026-04-18T18:26:34Z|Rust crate — ATP energy system: pools, circadian rhythm, costs, instinct triggers, apoptosis|Rust|true|false
fleet-benchmarks|2026-04-10T07:51:59Z|2026-04-18T18:26:20Z|Standardized benchmarking suite for fleet vessel performance|TypeScript|true|false
flux-debugger|2026-04-11T11:49:52Z|2026-04-18T18:26:14Z|FLUX step debugger with breakpoints, reverse stepping, and state inspection|Python|false|false
flux-signatures|2026-04-11T13:39:33Z|2026-04-18T18:26:12Z|FLUX bytecode pattern recognition — detect loops, counters, accumulators, swaps|Python|false|false
flux-timeline|2026-04-11T14:11:45Z|2026-04-18T18:26:10Z|Temporal sequencing engine for FLUX fleet bytecode scheduling and event ordering|Python|false|false
flux-simulator|2026-04-11T15:47:40Z|2026-04-18T18:26:09Z|FLUX fleet simulation environment for testing bytecode programs in isolation|Python|false|false
flux-disasm|2026-04-12T16:17:03Z|2026-04-18T18:26:06Z|FLUX bytecode disassembler in C — turns silicon back into words|C|true|false
flux-dream-cycle|2026-04-12T16:16:24Z|2026-04-18T18:25:53Z|Rust background task scheduler: priorities, recurring tasks, retry, overdue detection|Rust|true|false
flux-necropolis|2026-04-12T16:16:42Z|2026-04-18T18:25:51Z|Rust crate — fleet graveyard: tombstones, afterlife knowledge harvest, memorial visits, auto-harvest on burial|Rust|true|false
fleet-ci|2026-04-11T17:17:16Z|2026-04-18T18:25:45Z|GitHub Actions workflows for FLUX Fleet — free CI/CD for agent coordination|Python|false|false
cuda-genepool|2026-04-10T07:20:22Z|2026-04-18T18:25:42Z|Gene pool — shared pattern library for agent evolution and code sharing|Rust|true|false
cuda-trust|2026-04-10T08:02:48Z|2026-04-18T18:25:40Z|Trust engine — grows slowly, decays fast, multi-context trust profiles with Bayesian fusion (Rust)|Rust|true|false
